Timestamp,Boss_Action,Target_Player,Damage
01:42.666,Doro-no-shiki Explosion,Eden Kitagawa,18167
01:42.799,Doro-no-shiki Explosion,Katchui Alicen,27210
01:42.932,Doro-no-shiki Explosion,Kami Makinen,28620
01:43.067,Doro-no-shiki Explosion,Kisa Valkyrie,26996
01:43.201,Doro-no-shiki Explosion,Stein Phite,27880
01:44.495,Doro-no-shiki Explosion,Alex Ritter,17650
01:44.629,Doro-no-shiki Explosion,Gopupu Duku,28337
01:44.763,Doro-no-shiki Explosion,Gen Sokyo,28767
01:44.896,Doro-no-shiki Explosion,Eden Kitagawa,18310
01:45.030,Doro-no-shiki Explosion,Katchui Alicen,26739
01:45.165,Doro-no-shiki Explosion,Kami Makinen,29797
01:45.298,Doro-no-shiki Explosion,Kisa Valkyrie,26098
01:45.432,Doro-no-shiki Explosion,Stein Phite,27744
01:52.163,Numa-no-shiki Explosion,Gen Sokyo,68387
01:52.296,Numa-no-shiki Explosion,Eden Kitagawa,45264
01:52.430,Numa-no-shiki Explosion,Alex Ritter,45086
01:52.564,Numa-no-shiki Explosion,Gopupu Duku,64616
01:52.698,Numa-no-shiki Explosion,Katchui Alicen,66145
01:52.832,Numa-no-shiki Explosion,Kami Makinen,73082
01:52.963,Numa-no-shiki Explosion,Stein Phite,72754
01:53.097,Numa-no-shiki Explosion,Kisa Valkyrie,65535
02:04.813,Doro-no-shiki Explosion,Kami Makinen,21005
02:04.903,Doro-no-shiki Explosion,Gopupu Duku,27640
02:04.945,Doro-no-shiki Explosion,Katchui Alicen,21005
02:05.036,Doro-no-shiki Explosion,Alex Ritter,18689
02:05.082,Doro-no-shiki Explosion,Gen Sokyo,21005
02:05.168,Doro-no-shiki Explosion,Katchui Alicen,17913
02:05.213,Doro-no-shiki Explosion,Alex Ritter,18229
02:05.302,Doro-no-shiki Explosion,Gen Sokyo,19836
02:05.436,Doro-no-shiki Explosion,Kami Makinen,23161
02:05.481,Doro-no-shiki Explosion,Eden Kitagawa,12377
02:05.570,Doro-no-shiki Explosion,Eden Kitagawa,8448
02:05.615,Doro-no-shiki Explosion,Kisa Valkyrie,21005
02:05.704,Doro-no-shiki Explosion,Stein Phite,46969
02:05.838,Doro-no-shiki Explosion,Kisa Valkyrie,15986
02:07.442,Doro-no-shiki Explosion,Katchui Alicen,26431
02:07.576,Doro-no-shiki Explosion,Gopupu Duku,27830
02:07.710,Doro-no-shiki Explosion,Gen Sokyo,30241
02:07.845,Doro-no-shiki Explosion,Eden Kitagawa,19213
02:07.977,Doro-no-shiki Explosion,Alex Ritter,17960
02:08.112,Doro-no-shiki Explosion,Kami Makinen,29861
02:08.245,Doro-no-shiki Explosion,Stein Phite,29141
02:08.381,Doro-no-shiki Explosion,Kisa Valkyrie,27770
02:24.204,Doro-no-shiki Explosion,Alex Ritter,18356
02:24.337,Doro-no-shiki Explosion,Eden Kitagawa,19334
02:24.471,Doro-no-shiki Explosion,Gen Sokyo,29004
02:24.603,Doro-no-shiki Explosion,Gopupu Duku,26182
02:24.738,Doro-no-shiki Explosion,Katchui Alicen,23869
02:24.871,Doro-no-shiki Explosion,Kami Makinen,23571
02:25.006,Doro-no-shiki Explosion,Stein Phite,29232
02:25.139,Doro-no-shiki Explosion,Kisa Valkyrie,26237
02:25.227,Doro-no-shiki Explosion,Eden Kitagawa,18702
02:25.359,Doro-no-shiki Explosion,Gopupu Duku,27836
02:25.493,Doro-no-shiki Explosion,Katchui Alicen,26879
02:25.628,Doro-no-shiki Explosion,Alex Ritter,18575
02:25.760,Doro-no-shiki Explosion,Gen Sokyo,28360
02:25.893,Doro-no-shiki Explosion,Kami Makinen,27146
02:26.028,Doro-no-shiki Explosion,Stein Phite,28539
02:26.161,Doro-no-shiki Explosion,Kisa Valkyrie,26042
02:26.651,Doro-no-shiki Explosion,Alex Ritter,14764
02:26.786,Doro-no-shiki Explosion,Eden Kitagawa,15730
02:26.919,Doro-no-shiki Explosion,Gen Sokyo,28915
02:27.052,Doro-no-shiki Explosion,Gopupu Duku,28062
02:27.187,Doro-no-shiki Explosion,Katchui Alicen,27499
02:27.320,Doro-no-shiki Explosion,Stein Phite,29356
02:27.455,Doro-no-shiki Explosion,Kami Makinen,29722
02:27.590,Doro-no-shiki Explosion,Kisa Valkyrie,27472
02:31.020,Numa-no-shiki Explosion,Alex Ritter,47001
02:31.155,Numa-no-shiki Explosion,Gopupu Duku,64697
02:31.290,Numa-no-shiki Explosion,Gen Sokyo,67730
02:31.424,Numa-no-shiki Explosion,Eden Kitagawa,43225
02:31.557,Numa-no-shiki Explosion,Katchui Alicen,63509
02:31.691,Numa-no-shiki Explosion,Kisa Valkyrie,66930
02:31.826,Numa-no-shiki Explosion,Stein Phite,73870
02:31.960,Numa-no-shiki Explosion,Kami Makinen,68767
03:04.736,Dragon's Wake,Gen Sokyo,106188
03:04.871,Dragon's Wake,Kami Makinen,109220
03:05.003,Dragon's Wake,Eden Kitagawa,70711
03:05.137,Dragon's Wake,Alex Ritter,67586
03:05.271,Dragon's Wake,Stein Phite,108614
03:05.405,Dragon's Wake,Gopupu Duku,97807
03:05.539,Dragon's Wake,Kisa Valkyrie,101144
03:05.673,Dragon's Wake,Katchui Alicen,99482
03:26.125,Coursing River,Gen Sokyo,16402
03:26.391,Coursing River,Kami Makinen,17490
03:26.524,Coursing River,Gopupu Duku,15161
03:26.657,Coursing River,Alex Ritter,10737
03:26.790,Coursing River,Stein Phite,15718
03:26.925,Coursing River,Katchui Alicen,15958
03:27.060,Coursing River,Kisa Valkyrie,14644
03:45.295,Fifth Element,Eden Kitagawa,39710
03:45.429,Fifth Element,Gen Sokyo,56552
03:45.561,Fifth Element,Alex Ritter,37516
03:45.695,Fifth Element,Kami Makinen,56025
03:45.830,Fifth Element,Stein Phite,54140
03:45.963,Fifth Element,Katchui Alicen,50408
03:46.097,Fifth Element,Gopupu Duku,54974
03:46.231,Fifth Element,Kisa Valkyrie,52848
03:48.554,Yama-no-shiki Handprint,Kami Makinen,70908
03:56.717,Yama-no-shiki Handprint,Eden Kitagawa,49945
04:05.057,Force of Nature,Gen Sokyo,4608
04:05.323,Force of Nature,Alex Ritter,2896
04:05.455,Force of Nature,Kisa Valkyrie,4016
04:05.590,Force of Nature,Stein Phite,4512
04:05.723,Force of Nature,Kami Makinen,4565
04:05.857,Force of Nature,Katchui Alicen,4381
04:05.991,Force of Nature,Gopupu Duku,4186
04:07.105,Coursing River,Kami Makinen,17278
04:07.239,Coursing River,Stein Phite,17419
04:07.372,Coursing River,Katchui Alicen,15851
04:07.507,Coursing River,Eden Kitagawa,13283
04:07.641,Coursing River,Alex Ritter,11319
04:07.775,Coursing River,Kisa Valkyrie,16709
04:07.909,Coursing River,Gen Sokyo,16594
04:08.042,Coursing River,Gopupu Duku,16825
04:13.570,Forbidden Arts,Gen Sokyo,49808
04:13.972,Forbidden Arts,Katchui Alicen,46862
04:14.106,Forbidden Arts,Stein Phite,49179
04:14.241,Forbidden Arts,Kisa Valkyrie,46577
04:15.802,Forbidden Arts,Gopupu Duku,155689
04:15.934,Forbidden Arts,Kami Makinen,139288
04:42.146,Onmyo Sigil,Alex Ritter,54235
04:42.280,Onmyo Sigil,Stein Phite,89153
04:45.309,Serpent-eye Sigil,Kisa Valkyrie,79970
05:02.242,Fortune-blade Sigil,Eden Kitagawa,57501
05:07.992,Onmyo Sigil,Kami Makinen,83982
05:08.125,Onmyo Sigil,Eden Kitagawa,63337
05:19.136,Fifth Element,Kami Makinen,68175
05:19.270,Fifth Element,Gen Sokyo,64591
05:19.403,Fifth Element,Eden Kitagawa,51231
05:19.537,Fifth Element,Alex Ritter,45259
05:19.670,Fifth Element,Stein Phite,67847
05:19.802,Fifth Element,Katchui Alicen,58408
05:19.936,Fifth Element,Gopupu Duku,60013
05:20.069,Fifth Element,Kisa Valkyrie,68706
05:39.100,Serpent Descending,Alex Ritter,44684
05:41.061,Serpent Descending,Katchui Alicen,57934
05:41.061,Serpent Descending,Gopupu Duku,55853
05:41.061,Serpent Descending,Eden Kitagawa,50860
05:41.061,Serpent Descending,Alex Ritter,434000
05:43.201,Serpent's Fang,Gen Sokyo,6833
05:43.201,Serpent's Fang,Stein Phite,6928
05:43.201,Serpent's Fang,Kami Makinen,7683
05:50.776,Forbidden Arts,Kisa Valkyrie,78200
05:50.908,Forbidden Arts,Gen Sokyo,77941
05:51.043,Forbidden Arts,Katchui Alicen,74713
05:51.177,Forbidden Arts,Stein Phite,81409
05:53.092,Forbidden Arts,Eden Kitagawa,22810
05:53.225,Forbidden Arts,Gopupu Duku,71961
05:53.359,Forbidden Arts,Kami Makinen,87249
05:53.494,Forbidden Arts,Kisa Valkyrie,845686
06:00.141,Fifth Element,Eden Kitagawa,50273
06:00.275,Fifth Element,Alex Ritter,32748
06:00.408,Fifth Element,Gen Sokyo,61163
06:00.542,Fifth Element,Kami Makinen,73586
06:00.676,Fifth Element,Stein Phite,62289
06:00.810,Fifth Element,Gopupu Duku,60223
06:00.942,Fifth Element,Katchui Alicen,55382
06:15.521,Infirm Soul,Alex Ritter,189368
06:19.310,Karmic Curse,Alex Ritter,7650
06:19.443,Karmic Curse,Gen Sokyo,12147
06:19.576,Karmic Curse,Gopupu Duku,11025
06:19.709,Karmic Curse,Kami Makinen,12296
06:19.843,Karmic Curse,Katchui Alicen,10844
06:19.975,Karmic Curse,Stein Phite,12324
06:28.843,Infirm Soul,Eden Kitagawa,202124
06:32.492,Karmic Curse,Alex Ritter,4760
06:32.626,Karmic Curse,Eden Kitagawa,7389
06:32.759,Karmic Curse,Kami Makinen,10525
06:32.893,Karmic Curse,Gen Sokyo,10453
06:33.027,Karmic Curse,Gopupu Duku,9770
06:33.160,Karmic Curse,Kisa Valkyrie,15645
06:33.292,Karmic Curse,Stein Phite,10654
06:33.427,Karmic Curse,Katchui Alicen,9655
06:34.942,Fifth Element,Kami Makinen,60209
06:35.076,Fifth Element,Gen Sokyo,61402
06:35.211,Fifth Element,Alex Ritter,27797
06:35.343,Fifth Element,Eden Kitagawa,40008
06:35.478,Fifth Element,Gopupu Duku,58220
06:35.612,Fifth Element,Katchui Alicen,56879
06:35.745,Fifth Element,Stein Phite,64160
06:35.879,Fifth Element,Kisa Valkyrie,52204
07:00.588,Onmyo Sigil,Alex Ritter,57880
07:09.715,Iwa-no-shiki Kanabo,Eden Kitagawa,96516
07:09.759,Iwa-no-shiki Kanabo,Alex Ritter,124332
07:19.837,Blue Bolt,Gopupu Duku,137088
07:19.925,Red Rush,Kami Makinen,36950
07:19.925,Red Rush,Kisa Valkyrie,35423
07:19.970,Blue Bolt,Eden Kitagawa,92521
07:20.103,Blue Bolt,Stein Phite,122055
07:20.235,Blue Bolt,Alex Ritter,81679
07:24.561,Serpent Descending,Kisa Valkyrie,65105
07:24.561,Serpent Descending,Kami Makinen,71911
07:26.526,Serpent Descending,Kisa Valkyrie,677751
07:26.526,Serpent Descending,Katchui Alicen,55721
07:26.526,Serpent Descending,Stein Phite,61588
07:26.526,Serpent Descending,Gen Sokyo,60371
07:34.141,Yama-no-shiki Handprint,Kami Makinen,83185
07:34.275,Yama-no-shiki Handprint,Gen Sokyo,66501
07:39.797,Fifth Element,Alex Ritter,44125
07:39.930,Fifth Element,Kami Makinen,71423
07:40.064,Fifth Element,Eden Kitagawa,32163
07:40.198,Fifth Element,Gen Sokyo,59478
07:40.331,Fifth Element,Gopupu Duku,58240
07:40.466,Fifth Element,Katchui Alicen,56538
07:40.598,Fifth Element,Stein Phite,48159
07:58.713,Force of Nature,Gopupu Duku,4142
07:58.849,Force of Nature,Stein Phite,4330
07:58.980,Force of Nature,Gen Sokyo,4399
07:59.249,Force of Nature,Alex Ritter,3415
07:59.383,Force of Nature,Kami Makinen,5353
07:59.516,Force of Nature,Katchui Alicen,4306
08:01.610,Coursing River,Eden Kitagawa,14442
08:01.742,Coursing River,Stein Phite,17780
08:01.878,Coursing River,Gopupu Duku,17013
08:02.011,Coursing River,Katchui Alicen,16988
08:02.144,Coursing River,Kami Makinen,19648
08:02.278,Coursing River,Alex Ritter,11168
08:02.411,Coursing River,Gen Sokyo,17306
08:14.138,Onmyo Sigil,Alex Ritter,55081
08:16.681,Yama-no-shiki Handprint,Kisa Valkyrie,81126
08:24.840,Yama-no-shiki Handprint,Gen Sokyo,822401
08:24.974,Yama-no-shiki Handprint,Kami Makinen,811272
08:25.112,Yama-no-shiki Handprint,Stein Phite,75566
08:41.464,Force of Nature,Stein Phite,4497
08:41.598,Force of Nature,Alex Ritter,3390
08:41.865,Force of Nature,Gopupu Duku,4070
08:42.000,Force of Nature,Gen Sokyo,3816
08:42.134,Force of Nature,Katchui Alicen,4176
08:42.267,Force of Nature,Kisa Valkyrie,4013
08:44.810,Coursing River,Gen Sokyo,14223
08:44.945,Coursing River,Katchui Alicen,15328
08:45.079,Coursing River,Gopupu Duku,16805
08:45.214,Coursing River,Eden Kitagawa,7499
08:45.346,Coursing River,Stein Phite,17305
08:45.480,Coursing River,Alex Ritter,12798
08:45.615,Coursing River,Kisa Valkyrie,15944
08:52.747,Forbidden Arts,Gen Sokyo,84946
08:52.879,Forbidden Arts,Alex Ritter,57180
08:53.014,Forbidden Arts,Katchui Alicen,73996
08:53.147,Forbidden Arts,Stein Phite,78356
08:55.018,Forbidden Arts,Eden Kitagawa,56066
08:55.152,Forbidden Arts,Gopupu Duku,76481
08:55.286,Forbidden Arts,Kami Makinen,96456
08:55.418,Forbidden Arts,Kisa Valkyrie,75636
09:02.048,Fifth Element,Gen Sokyo,61033
09:02.182,Fifth Element,Kami Makinen,63498
09:02.315,Fifth Element,Alex Ritter,24370
09:02.447,Fifth Element,Eden Kitagawa,22236
09:02.581,Fifth Element,Katchui Alicen,58506
09:02.716,Fifth Element,Gopupu Duku,32206
09:02.850,Fifth Element,Stein Phite,59777
09:02.984,Fifth Element,Kisa Valkyrie,55656
09:22.460,Infirm Soul,Eden Kitagawa,198946
09:26.163,Karmic Curse,Alex Ritter,5566
09:26.295,Karmic Curse,Eden Kitagawa,7474
09:26.428,Karmic Curse,Gen Sokyo,12097
09:26.563,Karmic Curse,Stein Phite,12119
09:26.697,Karmic Curse,Kami Makinen,11842
09:26.831,Karmic Curse,Gopupu Duku,9649
09:26.966,Karmic Curse,Katchui Alicen,10863
09:27.100,Karmic Curse,Kisa Valkyrie,11512
09:35.788,Infirm Soul,Alex Ritter,193626
09:39.481,Karmic Curse,Eden Kitagawa,5231
09:39.615,Karmic Curse,Alex Ritter,3955
09:39.750,Karmic Curse,Gen Sokyo,11664
09:39.884,Karmic Curse,Gopupu Duku,11420
09:40.017,Karmic Curse,Kami Makinen,12271
09:40.152,Karmic Curse,Stein Phite,11858
09:40.286,Karmic Curse,Kisa Valkyrie,11059
09:40.418,Karmic Curse,Katchui Alicen,11013
09:41.844,Fifth Element,Gen Sokyo,58719
09:41.978,Fifth Element,Alex Ritter,41423
09:42.111,Fifth Element,Eden Kitagawa,39281
09:42.245,Fifth Element,Stein Phite,60896
09:42.379,Fifth Element,Kami Makinen,61692
09:42.513,Fifth Element,Gopupu Duku,56460
09:42.644,Fifth Element,Katchui Alicen,59631
09:42.779,Fifth Element,Kisa Valkyrie,58743
09:54.306,Onmyo Sigil,Gen Sokyo,86870
09:54.438,Onmyo Sigil,Eden Kitagawa,53847
09:54.572,Onmyo Sigil,Alex Ritter,54903
09:54.705,Onmyo Sigil,Katchui Alicen,82146
10:12.153,Serpent Descending,Kami Makinen,61466
10:12.153,Serpent Descending,Gen Sokyo,72205
10:12.156,Serpent Descending,Stein Phite,63328
10:12.156,Serpent Descending,Kisa Valkyrie,59072
10:23.412,Fifth Element,Kami Makinen,50177
10:23.546,Fifth Element,Gen Sokyo,55607
10:23.678,Fifth Element,Eden Kitagawa,43163
10:23.812,Fifth Element,Alex Ritter,46826
10:23.946,Fifth Element,Gopupu Duku,57050
10:24.080,Fifth Element,Stein Phite,48087
10:24.212,Fifth Element,Kisa Valkyrie,43005
10:24.348,Fifth Element,Katchui Alicen,67287
10:43.007,Fifth Element,Kami Makinen,62352
10:43.139,Fifth Element,Eden Kitagawa,46961
10:43.274,Fifth Element,Gen Sokyo,69014
