Timestamp,Boss_Action,Target_Player,Damage
02:19.199,Doro-no-shiki Explosion,Haakon Ravn,30175
02:19.334,Doro-no-shiki Explosion,Arnthor Hraezlyr,18292
02:19.466,Doro-no-shiki Explosion,Yiliya Xiee,27165
02:19.599,Doro-no-shiki Explosion,Juni Taalik,27677
02:23.611,Doro-no-shiki Explosion,Haakon Ravn,29410
02:23.745,Doro-no-shiki Explosion,Ja'namo Rhiku,29155
02:23.878,Doro-no-shiki Explosion,Rodan Verdefan,30210
02:24.013,Doro-no-shiki Explosion,Shade Illumi,18923
02:24.056,Doro-no-shiki Explosion,Rodan Verdefan,28841
02:24.145,Doro-no-shiki Explosion,Arnthor Hraezlyr,19315
02:24.191,Doro-no-shiki Explosion,Haakon Ravn,28623
02:24.281,Doro-no-shiki Explosion,Hera Adaar,27265
02:24.324,Doro-no-shiki Explosion,Shade Illumi,19038
02:24.413,Doro-no-shiki Explosion,Yiliya Xiee,22949
02:24.459,Doro-no-shiki Explosion,Ja'namo Rhiku,28719
02:24.546,Doro-no-shiki Explosion,Juni Taalik,27785
02:24.592,Doro-no-shiki Explosion,Hera Adaar,27567
02:24.723,Doro-no-shiki Explosion,Arnthor Hraezlyr,18939
02:24.858,Doro-no-shiki Explosion,Yiliya Xiee,25894
02:24.991,Doro-no-shiki Explosion,Juni Taalik,27972
02:27.042,Numa-no-shiki Explosion,Arnthor Hraezlyr,44410
02:27.176,Numa-no-shiki Explosion,Hera Adaar,66265
02:27.310,Numa-no-shiki Explosion,Rodan Verdefan,70246
02:27.444,Numa-no-shiki Explosion,Shade Illumi,44067
02:27.578,Numa-no-shiki Explosion,Ja'namo Rhiku,71646
02:27.710,Numa-no-shiki Explosion,Haakon Ravn,67436
02:27.844,Numa-no-shiki Explosion,Yiliya Xiee,63667
02:27.978,Numa-no-shiki Explosion,Juni Taalik,63366
03:00.724,Dragon's Wake,Juni Taalik,97260
03:00.858,Dragon's Wake,Haakon Ravn,95948
03:00.992,Dragon's Wake,Yiliya Xiee,96888
03:01.126,Dragon's Wake,Arnthor Hraezlyr,63649
03:01.259,Dragon's Wake,Ja'namo Rhiku,100519
03:01.394,Dragon's Wake,Rodan Verdefan,100103
03:01.528,Dragon's Wake,Hera Adaar,91101
03:01.662,Dragon's Wake,Shade Illumi,61028
03:22.158,Coursing River,Arnthor Hraezlyr,9797
03:24.746,Great Typhoon,Juni Taalik,25688
03:41.320,Fifth Element,Rodan Verdefan,74205
03:41.453,Fifth Element,Ja'namo Rhiku,72037
03:41.586,Fifth Element,Shade Illumi,33864
03:41.719,Fifth Element,Yiliya Xiee,68204
03:41.852,Fifth Element,Arnthor Hraezlyr,29946
03:41.987,Fifth Element,Haakon Ravn,76718
03:42.121,Fifth Element,Juni Taalik,62173
03:42.256,Fifth Element,Hera Adaar,66842
04:01.185,Force of Nature,Arnthor Hraezlyr,2940
04:03.146,Coursing River,Haakon Ravn,21487
04:03.280,Coursing River,Hera Adaar,20848
04:03.412,Coursing River,Ja'namo Rhiku,22219
04:03.680,Coursing River,Rodan Verdefan,21683
04:03.814,Coursing River,Yiliya Xiee,19650
04:03.948,Coursing River,Juni Taalik,22727
04:04.082,Coursing River,Arnthor Hraezlyr,11273
04:09.602,Forbidden Arts,Rodan Verdefan,37519
04:09.735,Forbidden Arts,Arnthor Hraezlyr,24476
04:09.868,Forbidden Arts,Haakon Ravn,37194
04:10.002,Forbidden Arts,Shade Illumi,41620
04:10.134,Forbidden Arts,Ja'namo Rhiku,34374
04:10.268,Forbidden Arts,Hera Adaar,33832
04:10.400,Forbidden Arts,Yiliya Xiee,33265
04:10.536,Forbidden Arts,Juni Taalik,37790
04:11.693,Forbidden Arts,Rodan Verdefan,34950
04:11.828,Forbidden Arts,Arnthor Hraezlyr,22320
04:11.960,Forbidden Arts,Haakon Ravn,36687
04:12.094,Forbidden Arts,Shade Illumi,24185
04:12.228,Forbidden Arts,Ja'namo Rhiku,36024
04:12.362,Forbidden Arts,Yiliya Xiee,32174
04:12.495,Forbidden Arts,Hera Adaar,32908
04:12.631,Forbidden Arts,Juni Taalik,40339
05:03.983,Onmyo Sigil,Haakon Ravn,87445
05:04.117,Onmyo Sigil,Shade Illumi,55160
05:15.115,Fifth Element,Yiliya Xiee,56835
05:15.248,Fifth Element,Rodan Verdefan,64790
05:15.382,Fifth Element,Haakon Ravn,73855
05:15.516,Fifth Element,Shade Illumi,40558
05:15.650,Fifth Element,Ja'namo Rhiku,62799
05:15.784,Fifth Element,Juni Taalik,57582
05:15.918,Fifth Element,Hera Adaar,55349
05:16.051,Fifth Element,Arnthor Hraezlyr,38473
05:37.099,Serpent Descending,Rodan Verdefan,63752
05:37.099,Serpent Descending,Juni Taalik,57302
05:37.099,Serpent Descending,Haakon Ravn,70506
05:37.099,Serpent Descending,Ja'namo Rhiku,61929
05:39.198,Serpent's Fang,Arnthor Hraezlyr,4540
05:46.963,Forbidden Arts,Ja'namo Rhiku,163241
05:47.097,Forbidden Arts,Yiliya Xiee,155328
05:49.149,Forbidden Arts,Shade Illumi,46815
05:49.282,Forbidden Arts,Haakon Ravn,71413
05:49.415,Forbidden Arts,Arnthor Hraezlyr,25628
05:49.549,Forbidden Arts,Juni Taalik,56976
05:49.682,Forbidden Arts,Hera Adaar,62039
05:56.196,Fifth Element,Rodan Verdefan,59749
05:56.330,Fifth Element,Arnthor Hraezlyr,37958
05:56.463,Fifth Element,Haakon Ravn,70292
05:56.599,Fifth Element,Shade Illumi,45624
05:56.734,Fifth Element,Hera Adaar,55544
05:56.867,Fifth Element,Juni Taalik,56108
06:11.639,Infirm Soul,Shade Illumi,197416
06:15.251,Karmic Curse,Arnthor Hraezlyr,7494
06:15.384,Karmic Curse,Shade Illumi,7230
06:15.518,Karmic Curse,Rodan Verdefan,11963
06:15.652,Karmic Curse,Haakon Ravn,12226
06:15.785,Karmic Curse,Hera Adaar,11319
06:15.920,Karmic Curse,Yiliya Xiee,11506
06:16.052,Karmic Curse,Ja'namo Rhiku,11633
06:16.186,Karmic Curse,Juni Taalik,11132
06:24.974,Infirm Soul,Arnthor Hraezlyr,197222
06:28.629,Karmic Curse,Shade Illumi,6354
06:28.764,Karmic Curse,Arnthor Hraezlyr,7397
06:28.897,Karmic Curse,Rodan Verdefan,11292
06:29.031,Karmic Curse,Haakon Ravn,11434
06:29.165,Karmic Curse,Ja'namo Rhiku,11864
06:29.298,Karmic Curse,Yiliya Xiee,11349
06:29.432,Karmic Curse,Hera Adaar,11516
06:29.566,Karmic Curse,Juni Taalik,11290
06:31.037,Fifth Element,Arnthor Hraezlyr,39490
06:31.170,Fifth Element,Rodan Verdefan,59100
06:31.305,Fifth Element,Shade Illumi,40930
06:31.439,Fifth Element,Haakon Ravn,60876
06:31.573,Fifth Element,Yiliya Xiee,58233
06:31.706,Fifth Element,Ja'namo Rhiku,62273
06:31.842,Fifth Element,Hera Adaar,59230
06:31.974,Fifth Element,Juni Taalik,55573
06:56.730,Onmyo Sigil,Ja'namo Rhiku,86583
07:05.926,Iwa-no-shiki Kanabo,Shade Illumi,102897
07:05.926,Iwa-no-shiki Kanabo,Arnthor Hraezlyr,94527
07:15.961,Blue Bolt,Haakon Ravn,94572
07:16.050,Red Rush,Rodan Verdefan,39171
07:16.050,Red Rush,Ja'namo Rhiku,33861
07:16.093,Blue Bolt,Arnthor Hraezlyr,58894
07:16.228,Blue Bolt,Yiliya Xiee,83626
07:16.362,Blue Bolt,Hera Adaar,78001
07:16.496,Blue Bolt,Shade Illumi,48719
07:16.629,Blue Bolt,Juni Taalik,67046
07:22.643,Serpent Descending,Shade Illumi,36439
07:22.643,Serpent Descending,Haakon Ravn,58671
07:22.643,Serpent Descending,Rodan Verdefan,59245
07:22.643,Serpent Descending,Yiliya Xiee,58025
07:22.777,Serpent Descending,Ja'namo Rhiku,80308
07:27.538,Fortune-blade Sigil,Rodan Verdefan,88756
07:27.673,Fortune-blade Sigil,Ja'namo Rhiku,96618
07:30.297,Yama-no-shiki Handprint,Haakon Ravn,76331
07:35.956,Fifth Element,Shade Illumi,40924
07:36.088,Fifth Element,Hera Adaar,59936
07:36.224,Fifth Element,Haakon Ravn,65369
07:36.357,Fifth Element,Rodan Verdefan,72038
07:36.491,Fifth Element,Arnthor Hraezlyr,39683
07:36.625,Fifth Element,Yiliya Xiee,57106
07:36.759,Fifth Element,Juni Taalik,59190
07:55.442,Force of Nature,Arnthor Hraezlyr,2758
07:58.170,Coursing River,Rodan Verdefan,25827
07:58.701,Coursing River,Arnthor Hraezlyr,10415
08:12.897,Yama-no-shiki Handprint,Shade Illumi,48816
08:13.032,Yama-no-shiki Handprint,Haakon Ravn,853587
08:13.165,Yama-no-shiki Handprint,Yiliya Xiee,97994
08:29.229,Yama-no-shiki Handprint,Haakon Ravn,76422
08:29.362,Yama-no-shiki Handprint,Yiliya Xiee,896736
08:38.098,Force of Nature,Arnthor Hraezlyr,2849
08:40.996,Coursing River,Rodan Verdefan,5003
08:41.130,Coursing River,Juni Taalik,2768
08:41.265,Coursing River,Ja'namo Rhiku,4785
08:41.533,Coursing River,Hera Adaar,2426
08:41.668,Coursing River,Arnthor Hraezlyr,10966
08:50.764,Forbidden Arts,Ja'namo Rhiku,12842
08:50.899,Forbidden Arts,Haakon Ravn,1192093
08:51.031,Forbidden Arts,Hera Adaar,1124811
08:57.798,Fifth Element,Rodan Verdefan,41991
08:57.930,Fifth Element,Shade Illumi,30320
08:58.064,Fifth Element,Arnthor Hraezlyr,29946
08:58.197,Fifth Element,Ja'namo Rhiku,69473
08:58.331,Fifth Element,Juni Taalik,44139
08:58.463,Fifth Element,Hera Adaar,56778
09:18.201,Infirm Soul,Shade Illumi,187969
09:21.848,Karmic Curse,Arnthor Hraezlyr,5249
09:21.982,Karmic Curse,Yiliya Xiee,10017
09:22.115,Karmic Curse,Shade Illumi,7406
09:22.248,Karmic Curse,Hera Adaar,9840
09:22.381,Karmic Curse,Juni Taalik,9931
09:22.647,Karmic Curse,Ja'namo Rhiku,10494
09:31.579,Infirm Soul,Arnthor Hraezlyr,193923
09:35.224,Karmic Curse,Shade Illumi,6354
09:35.357,Karmic Curse,Ja'namo Rhiku,11479
09:35.490,Karmic Curse,Rodan Verdefan,11474
09:35.625,Karmic Curse,Haakon Ravn,12418
09:35.757,Karmic Curse,Hera Adaar,10709
09:35.890,Karmic Curse,Yiliya Xiee,11280
09:36.024,Karmic Curse,Arnthor Hraezlyr,7719
09:36.158,Karmic Curse,Juni Taalik,11304
09:37.671,Fifth Element,Shade Illumi,41751
09:37.804,Fifth Element,Rodan Verdefan,62701
09:37.937,Fifth Element,Arnthor Hraezlyr,39633
09:38.070,Fifth Element,Hera Adaar,57312
09:38.202,Fifth Element,Yiliya Xiee,58281
09:38.337,Fifth Element,Ja'namo Rhiku,64083
09:38.471,Fifth Element,Haakon Ravn,62356
09:38.605,Fifth Element,Juni Taalik,55714
09:50.144,Onmyo Sigil,Yiliya Xiee,83275
10:08.017,Serpent Descending,Yiliya Xiee,67071
10:08.017,Serpent Descending,Hera Adaar,59141
10:08.017,Serpent Descending,Arnthor Hraezlyr,37811
10:08.017,Serpent Descending,Shade Illumi,37887
10:08.151,Serpent Descending,Haakon Ravn,64051
10:10.159,Serpent's Fang,Haakon Ravn,620663
10:19.118,Fifth Element,Rodan Verdefan,69887
10:19.251,Fifth Element,Shade Illumi,38535
10:19.385,Fifth Element,Hera Adaar,57136
10:19.519,Fifth Element,Arnthor Hraezlyr,37560
10:19.651,Fifth Element,Ja'namo Rhiku,65534
10:19.785,Fifth Element,Yiliya Xiee,66245
10:19.918,Fifth Element,Juni Taalik,63035
10:38.730,Fifth Element,Shade Illumi,38180
10:38.861,Fifth Element,Hera Adaar,60530
10:38.995,Fifth Element,Haakon Ravn,62886
10:39.129,Fifth Element,Rodan Verdefan,60231
10:39.264,Fifth Element,Ja'namo Rhiku,63548
10:39.397,Fifth Element,Yiliya Xiee,69399
10:39.529,Fifth Element,Arnthor Hraezlyr,39473
10:39.665,Fifth Element,Juni Taalik,55404
