Timestamp,Boss_Action,Target_Player,Damage
04:05.905,Force of Nature,Keoni Oka,4212
04:06.037,Force of Nature,Nao Ki,4136
04:06.170,Force of Nature,Erdem Kagon,4082
04:06.305,Force of Nature,Valentine Roseblade,4068
04:06.438,Force of Nature,Liv Chan,4587
04:07.553,Coursing River,Valentine Roseblade,15785
04:07.687,Coursing River,Liv Chan,17655
04:07.819,Coursing River,Nao Ki,15833
04:07.953,Coursing River,Erdem Kagon,16055
04:08.087,Coursing River,Seraphite Syamine,12141
04:08.220,Coursing River,Katyn Whitewind,10731
04:08.353,Coursing River,Pipico Pico,15308
04:08.486,Coursing River,Keoni Oka,14889
04:14.007,Forbidden Arts,Katyn Whitewind,28268
04:14.140,Forbidden Arts,Keoni Oka,59074
04:14.274,Forbidden Arts,Valentine Roseblade,43843
04:14.408,Forbidden Arts,Liv Chan,45291
04:14.542,Forbidden Arts,Erdem Kagon,51933
04:14.676,Forbidden Arts,Pipico Pico,57506
04:16.099,Forbidden Arts,Keoni Oka,55449
04:16.233,Forbidden Arts,Katyn Whitewind,28747
04:16.368,Forbidden Arts,Seraphite Syamine,34184
04:16.501,Forbidden Arts,Liv Chan,49036
04:16.635,Forbidden Arts,Nao Ki,57200
04:16.769,Forbidden Arts,Pipico Pico,49391
04:42.472,Serpent-eye Sigil,Valentine Roseblade,84209
04:45.640,Onmyo Sigil,Seraphite Syamine,56257
04:45.773,Onmyo Sigil,Keoni Oka,84277
05:08.800,Onmyo Sigil,Seraphite Syamine,61637
05:08.933,Onmyo Sigil,Pipico Pico,78413
05:09.068,Onmyo Sigil,Nao Ki,78951
05:19.939,Fifth Element,Katyn Whitewind,39539
05:20.073,Fifth Element,Keoni Oka,74443
05:20.207,Fifth Element,Seraphite Syamine,51892
05:20.340,Fifth Element,Erdem Kagon,55512
05:20.473,Fifth Element,Pipico Pico,66131
05:20.606,Fifth Element,Valentine Roseblade,64946
05:20.741,Fifth Element,Liv Chan,61425
05:20.875,Fifth Element,Nao Ki,69401
05:41.855,Serpent Descending,Nao Ki,66559
05:41.855,Serpent Descending,Erdem Kagon,60810
05:41.855,Serpent Descending,Seraphite Syamine,52238
05:41.855,Serpent Descending,Katyn Whitewind,37838
05:43.989,Serpent's Fang,Liv Chan,10347
05:51.651,Forbidden Arts,Seraphite Syamine,68197
05:51.784,Forbidden Arts,Keoni Oka,80104
05:51.917,Forbidden Arts,Nao Ki,82203
05:52.051,Forbidden Arts,Liv Chan,79794
05:53.879,Forbidden Arts,Katyn Whitewind,45683
05:54.014,Forbidden Arts,Valentine Roseblade,76010
05:54.147,Forbidden Arts,Erdem Kagon,73147
05:54.280,Forbidden Arts,Pipico Pico,82997
06:00.923,Fifth Element,Keoni Oka,64500
06:01.057,Fifth Element,Seraphite Syamine,53358
06:01.191,Fifth Element,Erdem Kagon,58978
06:01.325,Fifth Element,Katyn Whitewind,39008
06:01.458,Fifth Element,Nao Ki,64934
06:01.592,Fifth Element,Pipico Pico,67755
06:01.726,Fifth Element,Valentine Roseblade,58423
06:01.859,Fifth Element,Liv Chan,64475
06:16.299,Infirm Soul,Katyn Whitewind,185690
06:19.951,Karmic Curse,Seraphite Syamine,5301
06:20.085,Karmic Curse,Katyn Whitewind,7637
06:20.219,Karmic Curse,Keoni Oka,11587
06:20.354,Karmic Curse,Pipico Pico,11163
06:20.488,Karmic Curse,Erdem Kagon,11491
06:20.623,Karmic Curse,Nao Ki,11676
06:20.756,Karmic Curse,Liv Chan,11781
06:20.891,Karmic Curse,Valentine Roseblade,10761
06:29.633,Infirm Soul,Seraphite Syamine,183255
06:33.290,Karmic Curse,Katyn Whitewind,5755
06:33.423,Karmic Curse,Seraphite Syamine,7537
06:33.557,Karmic Curse,Pipico Pico,10607
06:33.692,Karmic Curse,Erdem Kagon,11347
06:33.825,Karmic Curse,Liv Chan,11892
06:33.958,Karmic Curse,Valentine Roseblade,10787
06:34.091,Karmic Curse,Keoni Oka,11617
06:34.225,Karmic Curse,Nao Ki,10744
06:35.694,Fifth Element,Keoni Oka,55523
06:35.827,Fifth Element,Katyn Whitewind,36278
06:35.961,Fifth Element,Erdem Kagon,54670
06:36.096,Fifth Element,Seraphite Syamine,34003
06:36.229,Fifth Element,Nao Ki,53488
06:36.363,Fifth Element,Pipico Pico,52875
06:36.497,Fifth Element,Liv Chan,55075
06:36.631,Fifth Element,Valentine Roseblade,53539
07:01.365,Onmyo Sigil,Pipico Pico,81402
07:01.498,Onmyo Sigil,Seraphite Syamine,55420
07:01.632,Onmyo Sigil,Liv Chan,90442
07:04.529,Serpent-eye Sigil,Seraphite Syamine,60460
07:10.502,Iwa-no-shiki Kanabo,Katyn Whitewind,98142
07:10.548,Iwa-no-shiki Kanabo,Seraphite Syamine,134018
07:20.618,Blue Bolt,Katyn Whitewind,71150
07:20.708,Red Rush,Liv Chan,43896
07:20.752,Red Rush,Pipico Pico,40271
07:20.752,Blue Bolt,Seraphite Syamine,84675
07:20.885,Blue Bolt,Keoni Oka,101363
07:21.019,Blue Bolt,Nao Ki,89320
07:21.153,Blue Bolt,Erdem Kagon,79713
07:21.286,Blue Bolt,Valentine Roseblade,77286
07:25.345,Serpent Descending,Liv Chan,78968
07:27.307,Serpent Descending,Katyn Whitewind,40527
07:27.307,Serpent Descending,Liv Chan,842049
07:27.307,Serpent Descending,Pipico Pico,76536
07:27.307,Serpent Descending,Valentine Roseblade,59824
07:27.439,Serpent Descending,Keoni Oka,58942
07:32.073,Fortune-blade Sigil,Erdem Kagon,84641
07:32.073,Fortune-blade Sigil,Erdem Kagon,93033
07:34.925,Yama-no-shiki Handprint,Nao Ki,85905
07:35.060,Yama-no-shiki Handprint,Pipico Pico,110197
07:40.494,Fifth Element,Seraphite Syamine,50318
07:40.627,Fifth Element,Keoni Oka,61422
07:40.760,Fifth Element,Katyn Whitewind,38520
07:40.894,Fifth Element,Nao Ki,57422
07:41.027,Fifth Element,Valentine Roseblade,60000
07:41.161,Fifth Element,Pipico Pico,72806
07:59.558,Force of Nature,Seraphite Syamine,3688
07:59.692,Force of Nature,Erdem Kagon,3674
07:59.826,Force of Nature,Keoni Oka,3790
07:59.960,Force of Nature,Nao Ki,3723
08:00.093,Force of Nature,Valentine Roseblade,3662
08:00.227,Force of Nature,Pipico Pico,3965
08:00.360,Force of Nature,Katyn Whitewind,2511
08:02.278,Coursing River,Erdem Kagon,16281
08:02.410,Coursing River,Seraphite Syamine,13537
08:02.543,Coursing River,Nao Ki,15950
08:02.676,Coursing River,Katyn Whitewind,9658
08:02.811,Coursing River,Pipico Pico,15425
08:02.945,Coursing River,Keoni Oka,17265
08:03.079,Coursing River,Valentine Roseblade,15998
08:14.756,Serpent-eye Sigil,Pipico Pico,79650
08:14.890,Serpent-eye Sigil,Nao Ki,81547
08:17.520,Yama-no-shiki Handprint,Pipico Pico,94366
08:17.653,Yama-no-shiki Handprint,Valentine Roseblade,79461
08:17.787,Yama-no-shiki Handprint,Liv Chan,78499
08:17.921,Yama-no-shiki Handprint,Seraphite Syamine,51269
08:42.157,Force of Nature,Nao Ki,4756
08:42.292,Force of Nature,Keoni Oka,4679
08:42.426,Force of Nature,Liv Chan,4587
08:42.559,Force of Nature,Seraphite Syamine,2949
08:42.691,Force of Nature,Katyn Whitewind,2790
08:42.825,Force of Nature,Valentine Roseblade,4068
08:42.959,Force of Nature,Erdem Kagon,4082
08:43.093,Force of Nature,Pipico Pico,4405
08:45.410,Coursing River,Nao Ki,18342
08:45.544,Coursing River,Keoni Oka,16732
08:45.677,Coursing River,Liv Chan,17646
08:45.810,Coursing River,Seraphite Syamine,10478
08:45.944,Coursing River,Katyn Whitewind,11098
08:46.077,Coursing River,Erdem Kagon,15891
08:46.211,Coursing River,Valentine Roseblade,16365
08:46.345,Coursing River,Pipico Pico,15475
08:53.203,Forbidden Arts,Seraphite Syamine,27651
08:53.336,Forbidden Arts,Keoni Oka,77287
08:53.470,Forbidden Arts,Nao Ki,83780
08:53.604,Forbidden Arts,Liv Chan,77286
08:55.385,Forbidden Arts,Erdem Kagon,77526
08:55.518,Forbidden Arts,Pipico Pico,72458
08:55.653,Forbidden Arts,Valentine Roseblade,74445
08:55.785,Forbidden Arts,Katyn Whitewind,24159
09:02.423,Fifth Element,Seraphite Syamine,38715
09:02.558,Fifth Element,Keoni Oka,58283
09:02.691,Fifth Element,Katyn Whitewind,45881
09:02.824,Fifth Element,Erdem Kagon,59159
09:02.957,Fifth Element,Valentine Roseblade,57151
09:03.090,Fifth Element,Nao Ki,64317
09:03.224,Fifth Element,Pipico Pico,59270
09:03.357,Fifth Element,Liv Chan,62120
09:22.822,Infirm Soul,Katyn Whitewind,197350
09:26.469,Karmic Curse,Seraphite Syamine,4786
09:26.603,Karmic Curse,Katyn Whitewind,7236
09:26.736,Karmic Curse,Keoni Oka,12233
09:26.870,Karmic Curse,Valentine Roseblade,10925
09:27.004,Karmic Curse,Pipico Pico,11559
09:27.138,Karmic Curse,Erdem Kagon,11029
09:27.271,Karmic Curse,Nao Ki,11449
09:27.404,Karmic Curse,Liv Chan,12246
09:36.175,Infirm Soul,Seraphite Syamine,195634
09:39.788,Karmic Curse,Katyn Whitewind,7204
09:39.922,Karmic Curse,Liv Chan,12189
09:40.056,Karmic Curse,Seraphite Syamine,7224
09:40.190,Karmic Curse,Keoni Oka,11546
09:40.323,Karmic Curse,Valentine Roseblade,11293
09:40.456,Karmic Curse,Pipico Pico,11201
09:40.589,Karmic Curse,Nao Ki,11651
09:40.721,Karmic Curse,Erdem Kagon,11094
09:42.234,Fifth Element,Valentine Roseblade,56861
09:42.369,Fifth Element,Seraphite Syamine,38527
09:42.503,Fifth Element,Keoni Oka,60392
09:42.637,Fifth Element,Katyn Whitewind,38945
09:42.768,Fifth Element,Pipico Pico,55317
09:42.902,Fifth Element,Liv Chan,60602
09:43.036,Fifth Element,Erdem Kagon,60511
09:43.170,Fifth Element,Nao Ki,59017
09:57.858,Onmyo Sigil,Nao Ki,78102
09:57.992,Onmyo Sigil,Keoni Oka,84335
10:09.445,Superbolide,Seraphite Syamine,94390
10:12.565,Serpent Descending,Liv Chan,62777
10:12.565,Serpent Descending,Valentine Roseblade,60566
10:12.565,Serpent Descending,Keoni Oka,69302
10:12.565,Serpent Descending,Pipico Pico,59085
10:14.747,Serpent's Fang,Liv Chan,595827
