"01:09.397","Red Hot 7 Pyrotation Soulless Happymeal 19154 (A: 16359) (U: 54297, M: 18784, 34.59%)--35% damage",""
"01:09.445","Red Hot 7 Pyrotation Rexx Aprilis 5152 (A: 12345) (U: 26752, M: 9255, 34.60%)--35% damage",""
"01:09.494","Red Hot 7 Pyrotation Rose Joli-ciel (A: 38278)--35% damage",""
"01:09.535","Red Hot 7 Pyrotation Lyra Willow 5952 (A: 25986) (U: 54255, M: 22317, 41.13%)--41% damage",""
"01:09.575","Red Hot 7 Pyrotation Amelia Mercer (A: 20587)--35% damage",""
"01:09.627","Red Hot 7 Pyrotation Mini Wizard 19641 (A: 16892) (U: 55856, M: 19323, 34.59%)--35% damage",""
"01:09.797","Red Hot prepares  Attack  on Rexx Aprilis 40571 (U: 65475)--38% damage",""
"01:10.598","Red Hot Attack Rexx Aprilis 40571 (U: 65475, M: 24904, 38.04%)--38% damage",""
"01:10.829","Red Hot 8 prepares  Pyrotation  on Aloliona Aster 31855 (U: 48703)--35% damage",""
"01:10.829","Red Hot 8 prepares  Pyrotation  on Lyra Willow 19097 (U: 32442)--41% damage",""
"01:10.829","Red Hot 8 prepares  Pyrotation  on Byn Al'arnab--35% damage",""
"01:10.829","Red Hot 8 prepares  Pyrotation  on Rexx Aprilis 16217 (B: 4054) (U: 30992)--35% damage",""
"01:10.829","Red Hot 8 prepares  Pyrotation  on Rose Joli-ciel--35% damage",""
"01:10.829","Red Hot 8 prepares  Pyrotation  on Mini Wizard 35434 (U: 54175)--35% damage",""
"01:10.829","Red Hot 8 prepares  Pyrotation  on Amelia Mercer 27488 (U: 42026)--35% damage",""
"01:10.829","Red Hot 8 prepares  Pyrotation  on Soulless Happymeal 36076 (U: 55156)--35% damage",""
"01:11.316","Red Hot 8 Pyrotation Aloliona Aster 31855 (U: 48703, M: 16848, 34.59%)--35% damage",""
"01:11.361","Red Hot 8 Pyrotation Lyra Willow 19097 (A: 12256) (U: 53263, M: 21910, 41.14%)--41% damage",""
"01:11.401","Red Hot 8 Pyrotation Byn Al'arnab (A: 21333)--35% damage",""
"01:11.450","Red Hot 8 Pyrotation Rexx Aprilis 16217 (B: 4054) (U: 30992, M: 14775, 47.67%)--35% damage",""
"01:11.499","Red Hot 8 Pyrotation Rose Joli-ciel (A: 38278)--35% damage",""
"01:11.538","Red Hot 8 Pyrotation Mini Wizard 35434 (U: 54175, M: 18741, 34.59%)--35% damage",""
"01:11.580","Red Hot 8 Pyrotation Amelia Mercer 27488 (U: 42026, M: 14538, 34.59%)--35% damage",""
"01:11.632","Red Hot 8 Pyrotation Soulless Happymeal 36076 (U: 55156, M: 19080, 34.59%)--35% damage",""
"01:12.783","Red Hot 7 prepares  Pyrotation  on Aloliona Aster 15188 (U: 23221)--35% damage",""
"01:12.783","Red Hot 7 prepares  Pyrotation  on Rexx Aprilis--35% damage",""
"01:12.783","Red Hot 7 prepares  Pyrotation  on Mini Wizard 19217 (U: 29381)--35% damage",""
"01:12.783","Red Hot 7 prepares  Pyrotation  on Amelia Mercer 17326 (U: 26490)--35% damage",""
"01:12.783","Red Hot 7 prepares  Pyrotation  on Soulless Happymeal 8385 (U: 12820)--35% damage",""
"01:12.783","Red Hot 7 prepares  Pyrotation  on Rose Joli-ciel--35% damage",""
"01:12.783","Red Hot 7 prepares  Pyrotation  on Byn Al'arnab--35% damage",""
"01:12.783","Red Hot 7 prepares  Pyrotation  on Lyra Willow 15379 (U: 26126)--41% damage",""
"01:13.272","Red Hot 7 Pyrotation Aloliona Aster 15188 (A: 17079) (U: 49334, M: 17067, 34.59%)--35% damage",""
"01:13.365","Red Hot 7 Pyrotation Mini Wizard 19217 (A: 17099) (U: 55524, M: 19208, 34.59%)--35% damage",""
"01:13.405","Red Hot 7 Pyrotation Amelia Mercer 17326 (A: 17074) (U: 52595, M: 18195, 34.59%)--35% damage",""
"01:13.454","Red Hot 7 Pyrotation Soulless Happymeal 8385 (A: 26071) (U: 52681, M: 18225, 34.60%)--35% damage",""
"01:13.503","Red Hot 7 Pyrotation Rose Joli-ciel (A: 38278)--35% damage",""
"01:13.544","Red Hot 7 Pyrotation Byn Al'arnab (A: 21333)--35% damage",""
"01:13.584","Red Hot 7 Pyrotation Lyra Willow 15379 (A: 16588) (U: 54306, M: 22339, 41.14%)--41% damage",""
"01:15.910","Red Hot prepares  Attack  on Rexx Aprilis 14224 (U: 20660)--31% damage",""
"01:16.712","Red Hot Attack Rexx Aprilis 14224 (A: 48610) (U: 91266, M: 28432, 31.15%)--31% damage",""
"01:22.099","Red Hot prepares  Divers' Dare  on Amelia Mercer 36900 (U: 53595)--31% damage",""
"01:22.099","Red Hot prepares  Divers' Dare  on Byn Al'arnab 15477 (U: 20232)--23% damage",""
"01:22.099","Red Hot prepares  Divers' Dare  on Soulless Happymeal 37589 (U: 54596)--31% damage",""
"01:22.099","Red Hot prepares  Divers' Dare  on Lyra Willow 47446 (U: 62021)--23% damage",""
"01:22.099","Red Hot prepares  Divers' Dare  on Mini Wizard 44826 (U: 58597)--23% damage",""
"01:22.099","Red Hot prepares  Divers' Dare  on Rose Joli-ciel 14364 (U: 20863)--31% damage",""
"01:22.099","Red Hot prepares  Divers' Dare  on Aloliona Aster 24403 (U: 35444)--31% damage",""
"01:22.099","Red Hot prepares  Divers' Dare  on Rexx Aprilis 42887 (U: 62291)--31% damage",""
"01:22.731","Red Hot Divers' Dare Amelia Mercer 36900 (A: 31033) (U: 98669, M: 30736, 31.15%)--31% damage",""
"01:22.771","Red Hot Divers' Dare Byn Al'arnab 15477 (A: 31926) (U: 61967, M: 14564, 23.50%)--23% damage",""
"01:22.811","Red Hot Divers' Dare Soulless Happymeal 37589 (A: 31681) (U: 100611, M: 31341, 31.15%)--31% damage",""
"01:22.863","Red Hot Divers' Dare Lyra Willow 47446 (A: 32230) (U: 104152, M: 24476, 23.50%)--23% damage",""
"01:22.900","Red Hot Divers' Dare Mini Wizard 44826 (A: 31703) (U: 100040, M: 23511, 23.50%)--23% damage",""
"01:22.949","Red Hot Divers' Dare Rose Joli-ciel 14364 (A: 50020) (U: 93515, M: 29131, 31.15%)--31% damage",""
"01:22.994","Red Hot Divers' Dare Aloliona Aster 24403 (A: 43384) (U: 98457, M: 30670, 31.15%)--31% damage",""
"01:23.034","Red Hot Divers' Dare Rexx Aprilis 42887 (U: 62291, M: 19404, 31.15%)--31% damage",""
"01:23.974","Red Hot prepares  Attack  on Rexx Aprilis 60670 (U: 70960)--14% damage",""
"01:24.777","Red Hot Attack Rexx Aprilis 60670 (U: 70960, M: 10290, 14.50%)--14% damage",""
"01:29.192","Deep Blue prepares  Attack  on Rexx Aprilis 42783 (U: 65795)--35% damage",""
"01:29.993","Deep Blue Attack Rexx Aprilis 42783 (U: 65795, M: 23012, 34.98%)--35% damage",""
"01:33.244","Deep Blue prepares  Attack  on Byn Al'arnab 52644 (U: 65805)--20% damage",""
"01:34.045","Deep Blue Attack Byn Al'arnab 52644 (U: 65805, M: 13161, 20.00%)--20% damage",""
"01:39.306","Deep Blue prepares  Attack  on Byn Al'arnab 57156 (U: 71445)--20% damage",""
"01:40.107","Deep Blue Attack Byn Al'arnab 57156 (U: 71445, M: 14289, 20.00%)--20% damage",""
"01:54.820","Deep Blue 1 prepares  Sick Swell  on Byn Al'arnab--10% damage",""
"01:54.820","Deep Blue 1 prepares  Sick Swell  on Soulless Happymeal--10% damage",""
"01:54.820","Deep Blue 1 prepares  Sick Swell  on Lyra Willow--19% damage",""
"01:54.820","Deep Blue 1 prepares  Sick Swell  on Rexx Aprilis--10% damage",""
"01:54.820","Deep Blue 1 prepares  Sick Swell  on Aloliona Aster--10% damage",""
"01:54.820","Deep Blue 1 prepares  Sick Swell  on Rose Joli-ciel--10% damage",""
"01:54.820","Deep Blue 1 prepares  Sick Swell  on Amelia Mercer--10% damage",""
"01:54.820","Deep Blue 1 prepares  Sick Swell  on Mini Wizard--10% damage",""
"01:54.990","Deep Blue 1 Sick Swell Byn Al'arnab--10% damage",""
"01:55.038","Deep Blue 1 Sick Swell Soulless Happymeal (A: 17604)--10% damage",""
"01:55.084","Deep Blue 1 Sick Swell Lyra Willow--19% damage",""
"01:55.123","Deep Blue 1 Sick Swell Rexx Aprilis (A: 10131)--10% damage",""
"01:55.171","Deep Blue 1 Sick Swell Aloliona Aster (A: 15368)--10% damage",""
"01:55.220","Deep Blue 1 Sick Swell Rose Joli-ciel--10% damage",""
"01:55.262","Deep Blue 1 Sick Swell Amelia Mercer--10% damage",""
"01:55.303","Deep Blue 1 Sick Swell Mini Wizard--10% damage",""
"01:57.446","Deep Blue 1 prepares  Awesome Slab  on Aloliona Aster 85553 (U: 105621)--19% damage",""
"01:57.446","Deep Blue 1 prepares  Awesome Slab  on Rexx Aprilis 39348 (U: 48578)--19% damage",""
"01:57.446","Deep Blue 1 prepares  Awesome Slab  on Soulless Happymeal 89872 (U: 110954)--19% damage",""
"01:57.446","Deep Blue 1 prepares  Awesome Slab  on Lyra Willow 74317 (U: 101944)--27% damage",""
"01:57.446","Deep Blue 2 prepares  Awesome Slab  on Rose Joli-ciel 68411 (U: 84459)--19% damage",""
"01:57.446","Deep Blue 2 prepares  Awesome Slab  on Byn Al'arnab 40718 (U: 50270)--19% damage",""
"01:57.446","Deep Blue 2 prepares  Awesome Slab  on Amelia Mercer 80403 (U: 99263)--19% damage",""
"01:57.446","Deep Blue 2 prepares  Awesome Slab  on Mini Wizard 87543 (U: 108078)--19% damage",""
"01:57.932","Deep Blue 1 Awesome Slab Aloliona Aster 85553 (A: 11507) (U: 119828, M: 22768, 19.00%)--19% damage",""
"01:57.932","Deep Blue 2 Awesome Slab Rose Joli-ciel 68411 (A: 43176) (U: 137764, M: 26177, 19.00%)--19% damage",""
"01:57.981","Deep Blue 1 Awesome Slab Rexx Aprilis 39348 (A: 16705) (U: 69202, M: 13149, 19.00%)--19% damage",""
"01:57.981","Deep Blue 2 Awesome Slab Byn Al'arnab 40718 (A: 29622) (U: 86841, M: 16501, 19.00%)--19% damage",""
"01:57.981","Deep Blue prepares  Attack  on Byn Al'arnab 53383 (U: 65905)--19% damage",""
"01:58.029","Deep Blue 1 Awesome Slab Soulless Happymeal 89872 (A: 9115) (U: 122208, M: 23221, 19.00%)--19% damage",""
"01:58.029","Deep Blue 2 Awesome Slab Amelia Mercer 80403 (A: 26623) (U: 132131, M: 25105, 19.00%)--19% damage",""
"01:58.070","Deep Blue 1 Awesome Slab Lyra Willow 74317 (A: 26677) (U: 138539, M: 37545, 27.10%)--27% damage",""
"01:58.070","Deep Blue 2 Awesome Slab Mini Wizard 87543 (A: 27113) (U: 141551, M: 26895, 19.00%)--19% damage",""
"01:58.785","Deep Blue Attack Byn Al'arnab 53383 (U: 65905, M: 12522, 19.00%)--19% damage",""
"02:05.689","Red Hot 1 prepares  Reverse Alley-oop  on Mini Wizard 85624 (U: 105709)--19% damage",""
"02:05.689","Red Hot 2 prepares  Reverse Alley-oop  on Lyra Willow 82838 (U: 102270)--19% damage",""
"02:05.689","Red Hot 3 prepares  Reverse Alley-oop  on Aloliona Aster 77051 (U: 95125)--19% damage",""
"02:05.689","Red Hot 4 prepares  Reverse Alley-oop  on Amelia Mercer 75555 (U: 93278)--19% damage",""
"02:05.689","Red Hot 5 prepares  Reverse Alley-oop  on Rexx Aprilis 46388 (U: 57270)--19% damage",""
"02:05.689","Red Hot 6 prepares  Reverse Alley-oop  on Byn Al'arnab 46409 (U: 57296)--19% damage",""
"02:05.689","Deep Blue 1 prepares  Reverse Alley-oop  on Soulless Happymeal 84725 (U: 116221)--27% damage",""
"02:05.689","Deep Blue 2 prepares  Reverse Alley-oop  on Rose Joli-ciel 79107 (U: 108515)--27% damage",""
"02:06.048","Deep Blue prepares  Attack  on Byn Al'arnab 52116 (U: 71490)--27% damage",""
"02:06.183","Red Hot 1 Reverse Alley-oop Mini Wizard 85624 (U: 105709, M: 20085, 19.00%)--19% damage",""
"02:06.183","Red Hot 2 Reverse Alley-oop Lyra Willow 82838 (U: 102270, M: 19432, 19.00%)--19% damage",""
"02:06.183","Red Hot 3 Reverse Alley-oop Aloliona Aster 77051 (U: 95125, M: 18074, 19.00%)--19% damage",""
"02:06.183","Red Hot 4 Reverse Alley-oop Amelia Mercer 75555 (U: 93278, M: 17723, 19.00%)--19% damage",""
"02:06.183","Red Hot 5 Reverse Alley-oop Rexx Aprilis 46388 (U: 57270, M: 10882, 19.00%)--19% damage",""
"02:06.183","Red Hot 6 Reverse Alley-oop Byn Al'arnab 46409 (U: 57296, M: 10887, 19.00%)--19% damage",""
"02:06.183","Deep Blue 1 Reverse Alley-oop Soulless Happymeal 84725 (U: 116221, M: 31496, 27.10%)--27% damage",""
"02:06.183","Deep Blue 2 Reverse Alley-oop Rose Joli-ciel 79107 (U: 108515, M: 29408, 27.10%)--27% damage",""
"02:06.852","Deep Blue Attack Byn Al'arnab 52116 (U: 71490, M: 19374, 27.10%)--27% damage",""
"02:09.077","Deep Blue prepares  Attack  on Byn Al'arnab 48015 (U: 65865)--27% damage",""
"02:09.880","Deep Blue Attack Byn Al'arnab 48015 (U: 65865, M: 17850, 27.10%)--27% damage",""
"02:16.527","Deep Blue prepares  Deep Impact  on Rexx Aprilis 15913 (B: 3978) (U: 44985)--56% damage",""
"02:17.023","Deep Blue prepares  Attack  on Byn Al'arnab 22208 (U: 24676)--10% damage",""
"02:17.192","Deep Blue Deep Impact Rexx Aprilis 15913 (A: 123121) (B: 34757) (U: 393042, M: 254008, 64.63%)--56% damage",""
"02:17.826","Deep Blue Attack Byn Al'arnab 22208 (A: 42869) (U: 72310, M: 7233, 10.00%)--10% damage",""
"02:23.606","Deep Blue prepares  Divers' Dare  on Lyra Willow 63735 (U: 74544)--14% damage",""
"02:23.606","Deep Blue prepares  Divers' Dare  on Rexx Aprilis 18396 (U: 24206)--24% damage",""
"02:23.606","Deep Blue prepares  Divers' Dare  on Mini Wizard 74527 (U: 78450)--5% damage",""
"02:23.606","Deep Blue prepares  Divers' Dare  on Byn Al'arnab 29911 (U: 31486)--5% damage",""
"02:23.606","Deep Blue prepares  Divers' Dare  on Aloliona Aster 74638 (U: 78567)--5% damage",""
"02:23.606","Deep Blue prepares  Divers' Dare  on Rose Joli-ciel 70419 (U: 74126)--5% damage",""
"02:23.606","Deep Blue prepares  Divers' Dare  on Amelia Mercer 71303 (U: 75056)--5% damage",""
"02:23.606","Deep Blue prepares  Divers' Dare  on Soulless Happymeal 78125 (U: 82237)--5% damage",""
"02:24.240","Deep Blue Divers' Dare Lyra Willow 63735 (A: 21045) (U: 99159, M: 14379, 14.50%)--14% damage",""
"02:24.274","Deep Blue Divers' Dare Rexx Aprilis 18396 (A: 29606) (U: 63163, M: 15161, 24.00%)--24% damage",""
"02:24.324","Deep Blue Divers' Dare Mini Wizard 74527 (A: 20635) (U: 100172, M: 5010, 5.00%)--5% damage",""
"02:24.369","Deep Blue Divers' Dare Byn Al'arnab 29911 (A: 29597) (U: 62642, M: 3134, 5.00%)--5% damage",""
"02:24.409","Deep Blue Divers' Dare Aloliona Aster 74638 (A: 18681) (U: 98232, M: 4913, 5.00%)--5% damage",""
"02:24.458","Deep Blue Divers' Dare Rose Joli-ciel 70419 (A: 18681) (U: 93791, M: 4691, 5.00%)--5% damage",""
"02:24.508","Deep Blue Divers' Dare Amelia Mercer 71303 (A: 18838) (U: 94886, M: 4745, 5.00%)--5% damage",""
"02:24.548","Deep Blue Divers' Dare Soulless Happymeal 78125 (A: 20608) (U: 103930, M: 5197, 5.00%)--5% damage",""
"02:25.078","Deep Blue prepares  Attack  on Byn Al'arnab 71364 (U: 71364)",""
"02:25.881","Deep Blue Attack Byn Al'arnab 71364 (U: 71364)",""
"02:28.120","Deep Blue prepares  Attack  on Byn Al'arnab 70541 (U: 70541)",""
"02:28.919","Deep Blue Attack Byn Al'arnab 70541 (U: 70541)",""
"02:48.831","The Xtremes prepares  Xtreme Spectacular  on Rose Joli-ciel--10% damage",""
"02:48.831","The Xtremes prepares  Xtreme Spectacular  on Lyra Willow--23% damage",""
"02:48.831","The Xtremes prepares  Xtreme Spectacular  on Mini Wizard--23% damage",""
"02:48.831","The Xtremes prepares  Xtreme Spectacular  on Soulless Happymeal 14997 (U: 19604)--23% damage",""
"02:48.831","The Xtremes prepares  Xtreme Spectacular  on Aloliona Aster--23% damage",""
"02:48.831","The Xtremes prepares  Xtreme Spectacular  on Amelia Mercer--23% damage",""
"02:48.831","The Xtremes prepares  Xtreme Spectacular  on Byn Al'arnab--23% damage",""
"02:48.831","The Xtremes prepares  Xtreme Spectacular  on Rexx Aprilis--10% damage",""
"02:49.009","The Xtremes Xtreme Spectacular Rose Joli-ciel--10% damage",""
"02:49.048","The Xtremes Xtreme Spectacular Lyra Willow--23% damage",""
"02:49.104","The Xtremes Xtreme Spectacular Mini Wizard--23% damage",""
"02:49.138","The Xtremes Xtreme Spectacular Soulless Happymeal 14997 (U: 19604, M: 4607, 23.50%)--23% damage",""
"02:49.188","The Xtremes Xtreme Spectacular Aloliona Aster--23% damage",""
"02:49.233","The Xtremes Xtreme Spectacular Amelia Mercer--23% damage",""
"02:49.272","The Xtremes Xtreme Spectacular Byn Al'arnab--23% damage",""
"02:49.322","The Xtremes Xtreme Spectacular Rexx Aprilis--10% damage",""
"02:49.903","The Xtremes prepares  Xtreme Spectacular  on Rexx Aprilis--10% damage",""
"02:49.903","The Xtremes prepares  Xtreme Spectacular  on Byn Al'arnab--23% damage",""
"02:49.903","The Xtremes prepares  Xtreme Spectacular  on Mini Wizard--23% damage",""
"02:49.903","The Xtremes prepares  Xtreme Spectacular  on Amelia Mercer--23% damage",""
"02:49.903","The Xtremes prepares  Xtreme Spectacular  on Aloliona Aster--23% damage",""
"02:49.903","The Xtremes prepares  Xtreme Spectacular  on Rose Joli-ciel--10% damage",""
"02:49.903","The Xtremes prepares  Xtreme Spectacular  on Lyra Willow--23% damage",""
"02:49.903","The Xtremes prepares  Xtreme Spectacular  on Soulless Happymeal--23% damage",""
"02:50.170","The Xtremes Xtreme Spectacular Mini Wizard (A: 12381)--23% damage",""
"02:50.211","The Xtremes Xtreme Spectacular Amelia Mercer (A: 11302)--23% damage",""
"02:50.252","The Xtremes Xtreme Spectacular Aloliona Aster (A: 11208)--23% damage",""
"02:50.304","The Xtremes Xtreme Spectacular Rose Joli-ciel (A: 12329)--10% damage",""
"02:50.342","The Xtremes Xtreme Spectacular Lyra Willow (A: 12627)--23% damage",""
"02:50.389","The Xtremes Xtreme Spectacular Soulless Happymeal (A: 12364)--23% damage",""
"02:50.924","The Xtremes prepares  Xtreme Spectacular  on Rexx Aprilis--10% damage",""
"02:50.924","The Xtremes prepares  Xtreme Spectacular  on Byn Al'arnab--23% damage",""
"02:50.924","The Xtremes prepares  Xtreme Spectacular  on Mini Wizard--23% damage",""
"02:50.924","The Xtremes prepares  Xtreme Spectacular  on Amelia Mercer--23% damage",""
"02:50.924","The Xtremes prepares  Xtreme Spectacular  on Aloliona Aster--23% damage",""
"02:50.924","The Xtremes prepares  Xtreme Spectacular  on Rose Joli-ciel--23% damage",""
"02:50.924","The Xtremes prepares  Xtreme Spectacular  on Lyra Willow--23% damage",""
"02:50.924","The Xtremes prepares  Xtreme Spectacular  on Soulless Happymeal--23% damage",""
"02:51.105","The Xtremes Xtreme Spectacular Rexx Aprilis--10% damage",""
"02:51.142","The Xtremes Xtreme Spectacular Byn Al'arnab--23% damage",""
"02:51.190","The Xtremes Xtreme Spectacular Mini Wizard--23% damage",""
"02:51.235","The Xtremes Xtreme Spectacular Amelia Mercer--23% damage",""
"02:51.276","The Xtremes Xtreme Spectacular Aloliona Aster--23% damage",""
"02:51.324","The Xtremes Xtreme Spectacular Rose Joli-ciel--23% damage",""
"02:51.372","The Xtremes Xtreme Spectacular Lyra Willow--23% damage",""
"02:51.413","The Xtremes Xtreme Spectacular Soulless Happymeal--23% damage",""
"02:51.774","The Xtremes prepares  Xtreme Spectacular  on Rexx Aprilis--10% damage",""
"02:51.774","The Xtremes prepares  Xtreme Spectacular  on Byn Al'arnab--23% damage",""
"02:51.774","The Xtremes prepares  Xtreme Spectacular  on Mini Wizard--23% damage",""
"02:51.774","The Xtremes prepares  Xtreme Spectacular  on Amelia Mercer--23% damage",""
